#Frame     GSA[EELEC]    GSA[EVDW]
    2802      50.2325     -43.9967
    2803      20.0790     -44.4478
    2804      68.0536     -39.3273
    2805       2.0783     -36.1943
    2806      -0.0658     -35.0175
    2807      -5.0441     -42.3736
    2808      35.7749     -40.8545
    2809      38.1505     -44.2117
    2810      12.1031     -39.2317
    2811      13.2941     -36.0227
    2812       9.1424     -29.7889
    2813     -80.5509     -34.8573
    2814     -54.2196     -34.2430
    2815     -16.0086     -38.1492
    2816      34.3051     -43.9955
    2817      19.2580     -42.9909
    2818      55.2734     -42.4866
    2819      47.8334     -40.8726
    2820      -8.8409     -44.2460
    2821      14.8120     -40.9734
    2822      43.7085     -40.0523
    2823      52.4534     -35.0021
    2824      -4.7697     -40.7057
    2825      37.7151     -44.7849
    2826      29.0597     -38.9183
    2827      39.9253     -41.5304
    2828     -22.6373     -40.2822
    2829      27.6417     -43.6094
    2830      15.7707     -46.6695
    2831     100.7618     -40.1829
    2832      22.1403     -47.9745
    2833      40.7654     -42.2573
    2834      80.4993     -42.8436
    2835     120.2577     -54.4226
    2836     169.7820     -55.6394
    2837     158.6058     -56.2768
    2838     160.6306     -54.5862
    2839     130.0754     -56.7811
    2840     120.7664     -56.2451
    2841      93.0055     -54.0851
    2842     136.9701     -53.2402
    2843     124.2332     -48.9995
    2844     222.2480     -50.2978
    2845     187.5706     -54.2999
    2846     232.0233     -55.0723
    2847     142.6603     -54.8304
    2848     107.7786     -54.5894
    2849     149.7978     -48.6137
    2850     180.4665     -56.2877
    2851     197.5111     -46.0012
    2852     233.1063     -54.1667
    2853     163.0593     -54.0234
    2854     211.3625     -54.4649
    2855     215.8014     -53.8780
    2856     214.5189     -51.5639
    2857     216.0752     -52.2598
    2858     214.6052     -54.8426
    2859     129.3840     -55.2628
    2860     172.1318     -45.1758
    2861     151.8981     -54.2093
    2862     145.3355     -54.1924
    2863     143.1382     -47.6111
    2864     147.8345     -51.8720
    2865     159.2952     -51.0247
    2866     156.7277     -51.7532
    2867     138.1703     -52.6152
    2868     117.9131     -51.7988
    2869     151.3163     -52.3500
    2870     157.0625     -52.1078
    2871     189.3607     -50.1414
    2872     200.6908     -54.8134
    2873     189.6778     -53.3301
    2874     145.3229     -53.8185
    2875     208.1824     -53.5980
    2876     180.7115     -50.7827
    2877     163.6282     -53.2837
    2878     188.0367     -51.0971
    2879     184.2774     -54.5487
    2880     155.3110     -52.3530
    2881     183.8460     -51.8870
    2882     202.2525     -54.6553
    2883     163.8477     -53.1925
    2884     163.0497     -54.1718
    2885     132.0167     -50.9217
    2886     158.6723     -50.0754
    2887     177.6229     -50.1974
    2888     168.1247     -48.9447
    2889     141.9654     -48.3010
    2890     135.0963     -48.3836
    2891     172.4972     -50.7020
    2892     159.7509     -48.7309
    2893     157.0561     -54.1950
    2894     162.9941     -48.6551
    2895     199.4811     -52.4270
    2896     200.3086     -57.7429
    2897     186.3916     -47.6941
    2898     167.4766     -53.6976
    2899     164.1030     -47.0806
    2900     204.1657     -49.6761
    2901     248.4505     -52.7895
    2902     260.5346     -45.7875
    2903     262.2485     -49.7952
    2904     262.8663     -46.3483
    2905     230.5225     -45.8906
    2906     186.2354     -43.9240
    2907     161.9587     -44.4967
    2908     198.9021     -49.6451
    2909     181.3557     -47.5102
    2910     147.5309     -50.1880
    2911     126.5222     -54.8576
    2912     137.8215     -54.4807
    2913     144.7786     -51.8839
    2914     126.6308     -42.6701
    2915     145.9944     -51.3218
    2916     102.0428     -43.5571
    2917     106.2871     -49.0114
    2918      86.9848     -51.0154
    2919      94.5557     -42.9147
    2920      87.9556     -47.3605
    2921      90.7370     -41.2140
    2922     100.0436     -38.7117
    2923      85.9357     -41.7117
    2924     110.5840     -40.8241
    2925     115.3734     -46.0075
    2926     115.7511     -46.0059
    2927      50.3690     -43.5157
    2928      86.1942     -43.1914
    2929      59.6750     -38.7978
    2930     114.6697     -42.6850
    2931     100.8600     -36.9447
    2932      79.4303     -39.2599
    2933     126.7117     -42.1865
    2934     107.9534     -43.1869
    2935      85.7742     -45.3185
    2936      56.8424     -44.1324
    2937      87.7297     -38.1265
    2938     124.4101     -41.9506
    2939     126.5404     -38.4681
    2940     117.5706     -40.7553
    2941      94.4422     -42.2507
    2942      87.2820     -46.4763
    2943      83.4280     -39.4068
    2944     123.9590     -38.8713
    2945      77.1905     -40.8411
    2946     116.7649     -40.4238
    2947      91.8949     -41.3173
    2948      94.0884     -41.5802
    2949      89.5789     -42.3383
    2950      96.4285     -40.2813
    2951      73.6266     -39.6079
    2952      64.4433     -33.7468
    2953      87.7018     -38.0074
    2954      49.0697     -42.7225
    2955      89.9914     -42.6342
    2956      73.6167     -36.8737
    2957      71.5916     -41.3811
    2958      94.0944     -44.4187
    2959     146.0949     -43.1647
    2960     110.7858     -40.4989
    2961     167.0464     -40.9383
    2962     193.5717     -39.4123
    2963     172.6299     -39.1979
    2964     138.2521     -46.7462
    2965     106.2653     -39.7952
    2966     237.7764     -42.0223
    2967     199.7461     -39.5037
    2968     193.8326     -44.6896
    2969     265.9530     -45.2857
    2970     206.8131     -39.5137
    2971     125.7575     -32.2210
    2972     165.5962     -32.9522
    2973      93.0068     -28.4620
    2974     112.0941     -27.4813
    2975      75.8076     -34.7508
    2976     163.3020     -32.5188
    2977     247.1619     -32.2352
    2978     245.2936     -38.5405
    2979     128.4084     -24.1635
    2980     155.0417     -34.9090
    2981     193.9264     -30.8704
    2982     199.7314     -37.6895
    2983     169.0572     -34.3827
    2984     101.4234     -35.7829
    2985     148.2153     -38.8861
    2986     175.4760     -38.1536
    2987     163.5336     -44.0014
    2988     159.4417     -38.1679
    2989     120.0348     -34.5445
    2990     163.9864     -38.5022
    2991     152.2960     -41.4809
    2992     129.7017     -39.1240
    2993     143.9396     -42.9247
    2994     174.1283     -40.3445
    2995     142.4876     -44.8169
    2996     223.7864     -43.8313
    2997     232.6060     -42.7165
    2998     159.7984     -33.7915
    2999     132.1434     -39.5226
    3000     183.5218     -40.2396
